80,79,2020/7/17
82,76,2020/7/17
82,76,2020/7/17
74,68,2020/7/17
68,68,2020/7/17
54,58,2020/7/17
68,68,2020/7/17
68,44,2020/7/17
86,47,2020/7/17
58,51,2020/7/17
66,71,2020/7/17
68,70,2020/7/17
82,65,2020/7/17
67,72,2020/7/17
48,62,2020/7/17
53,56,2020/7/17
76,66,2020/7/17
70,63,2020/7/17
66,57,2020/7/17
60,50,2020/7/17
48,48,2020/7/17
76,79,2020/7/17
68,68,2020/7/17
79,80,2020/7/17
92,54,2020/7/17
77,76,2020/7/17
74,43,2020/7/17
87,89,2020/7/17
73,25,2020/7/17
98,56,2020/7/17
73,74,2020/7/17
76,32,2020/7/17
57,50,2020/7/17
61,44,2020/7/17
46,59,2020/7/17
51,65,2020/7/18
77,71,2020/7/18
74,79,2020/7/18
48,58,2020/7/18
63,65,2020/7/18
77,71,2020/7/18
61,45,2020/7/18
47,58,2020/7/18
60,50,2020/7/18
67,72,2020/7/18
86,52,2020/7/18
76,64,2020/7/18
86,74,2020/7/18
69,31,2020/7/18
87,89,2020/7/18
84,52,2020/7/18
74,71,2020/7/18
74,71,2020/7/18
49,65,2020/7/18
79,71,2020/7/18
58,48,2020/7/18
78,73,2020/7/18
77,71,2020/7/18
73,38,2020/7/18
64,48,2020/7/18
47,63,2020/7/18
71,44,2020/7/18
78,73,2020/7/18
37,38,2020/7/18
46,59,2020/7/18
77,76,2020/7/18
81,69,2020/7/18
61,44,2020/7/18
100,74,2020/7/18
53,64,2020/7/18
78,72,2020/7/18
56,63,2020/7/19
60,50,2020/7/19
65,68,2020/7/19
74,71,2020/7/19
77,71,2020/7/19
54,59,2020/7/19
63,65,2020/7/19
69,54,2020/7/19
77,27,2020/7/19
79,72,2020/7/19
45,66,2020/7/19
76,64,2020/7/19
77,71,2020/7/19
77,71,2020/7/19
79,36,2020/7/19
66,73,2020/7/19
67,75,2020/7/19
57,60,2020/7/19
68,64,2020/7/19
80,61,2020/7/19
77,71,2020/7/19
67,67,2020/7/19
84,63,2020/7/19
62,53,2020/7/19
67,63,2020/7/19
79,71,2020/7/19
85,77,2020/7/19
75,75,2020/7/19
84,56,2020/7/19
85,21,2020/7/19
77,62,2020/7/19
25,59,2020/7/19
68,44,2020/7/19
75,34,2020/7/19
48,62,2020/7/19
74,68,2020/7/19
53,62,2020/7/19
71,72,2020/7/20
76,79,2020/7/20
68,68,2020/7/20
74,68,2020/7/20
61,45,2020/7/20
74,71,2020/7/20
76,64,2020/7/20
77,71,2020/7/20
66,73,2020/7/20
84,56,2020/7/20
52,54,2020/7/20
62,53,2020/7/20
82,78,2020/7/20
71,78,2020/7/20
71,61,2020/7/20
66,55,2020/7/20
85,43,2020/7/20
61,71,2020/7/20
71,60,2020/7/20
66,55,2020/7/20
77,71,2020/7/20
54,68,2020/7/20
54,52,2020/7/20
71,80,2020/7/20
77,71,2020/7/20
57,18,2020/7/20
85,77,2020/7/20
75,78,2020/7/20
73,74,2020/7/20
63,68,2020/7/20
70,49,2020/7/20
77,37,2020/7/20
68,49,2020/7/20
59,67,2020/7/20
69,39,2020/7/20
74,68,2020/7/20
64,68,2020/7/20
73,74,2020/7/20
64,46,2020/7/20
48,62,2020/7/20
53,65,2020/7/20
73,74,2020/7/20
78,75,2020/7/20
67,54,2020/7/20
80,77,2020/7/20
48,57,2020/7/20
55,19,2020/7/20
96,43,2020/7/20
71,61,2020/7/20
87,61,2020/7/20
63,56,2020/7/20
54,44,2020/7/20
50,56,2020/7/20
73,74,2020/7/20
83,15,2020/7/20
61,44,2020/7/20
60,49,2020/7/20
87,61,2020/7/20
67,44,2020/7/20
84,63,2020/7/21
75,54,2020/7/21
77,70,2020/7/21
80,68,2020/7/21
79,55,2020/7/21
74,41,2020/7/21
85,40,2020/7/21
67,29,2020/7/21
75,59,2020/7/21
83,74,2020/7/21
60,73,2020/7/21
74,59,2020/7/21
66,56,2020/7/21
85,43,2020/7/21
78,20,2020/7/21
86,52,2020/7/21
67,43,2020/7/21
78,20,2020/7/21
80,61,2020/7/21
56,63,2020/7/21
84,56,2020/7/21
72,80,2020/7/21
69,22,2020/7/21
61,63,2020/7/21
76,80,2020/7/21
60,50,2020/7/21
82,57,2020/7/21
72,64,2020/7/21
81,77,2020/7/21
83,74,2020/7/21
72,72,2020/7/21
65,62,2020/7/21
67,63,2020/7/21
83,54,2020/7/21
80,43,2020/7/21
73,74,2020/7/21
84,52,2020/7/21
78,73,2020/7/21
54,59,2020/7/21
73,63,2020/7/21
65,62,2020/7/21
62,58,2020/7/21
20,33,2020/7/21
49,65,2020/7/21
62,73,2020/7/21
73,65,2020/7/21
76,64,2020/7/21
74,73,2020/7/21
73,74,2020/7/21
80,41,2020/7/21
70,75,2020/7/21
71,49,2020/7/21
47,58,2020/7/21
62,57,2020/7/21
73,78,2020/7/21
60,50,2020/7/21
63,59,2020/7/21
63,60,2020/7/21
71,73,2020/7/21
74,73,2020/7/21
64,68,2020/7/21
47,58,2020/7/21
84,63,2020/7/21
68,64,2020/7/21
78,37,2020/7/21
45,44,2020/7/21
80,21,2020/7/21
68,51,2020/7/21
50,65,2020/7/21
73,74,2020/7/21
85,77,2020/7/21
69,58,2020/7/21
78,73,2020/7/21
30,58,2020/7/22
82,76,2020/7/22
57,29,2020/7/22
68,51,2020/7/22
54,59,2020/7/22
78,73,2020/7/22
73,78,2020/7/22
68,68,2020/7/22
71,63,2020/7/22
78,73,2020/7/22
67,50,2020/7/22
86,52,2020/7/22
50,50,2020/7/22
85,77,2020/7/22
74,71,2020/7/22
79,58,2020/7/22
64,74,2020/7/22
85,43,2020/7/22
48,62,2020/7/22
81,80,2020/7/22
73,74,2020/7/22
77,57,2020/7/22
63,60,2020/7/22
71,73,2020/7/22
77,71,2020/7/22
70,75,2020/7/22
83,71,2020/7/22
78,72,2020/7/22
66,61,2020/7/22
24,51,2020/7/22
78,80,2020/7/22
73,52,2020/7/22
74,60,2020/7/22
71,64,2020/7/22
68,44,2020/7/22
50,60,2020/7/22
74,52,2020/7/22
70,78,2020/7/22
62,57,2020/7/22
65,68,2020/7/22
75,71,2020/7/22
62,52,2020/7/22
75,77,2020/7/22
79,27,2020/7/22
67,63,2020/7/22
62,58,2020/7/22
71,60,2020/7/22
78,60,2020/7/22
68,64,2020/7/22
62,53,2020/7/22
65,66,2020/7/22
74,52,2020/7/22
73,74,2020/7/22
50,62,2020/7/22
50,62,2020/7/22
50,65,2020/7/22
80,78,2020/7/22
86,52,2020/7/22
80,61,2020/7/22
71,35,2020/7/22
82,49,2020/7/22
98,56,2020/7/22
73,74,2020/7/22
72,60,2020/7/22
62,76,2020/7/22
48,58,2020/7/22
64,46,2020/7/22
85,77,2020/7/22
69,51,2020/7/22
77,27,2020/7/23
62,47,2020/7/23
75,70,2020/7/23
71,49,2020/7/23
58,52,2020/7/23
70,80,2020/7/23
98,81,2020/7/23
58,17,2020/7/23
72,64,2020/7/23
77,71,2020/7/23
75,74,2020/7/23
78,72,2020/7/23
50,69,2020/7/23
85,43,2020/7/23
60,50,2020/7/23
53,62,2020/7/23
74,71,2020/7/23
55,60,2020/7/23
84,52,2020/7/23
68,68,2020/7/23
78,73,2020/7/23
77,37,2020/7/23
54,52,2020/7/23
72,72,2020/7/23
68,56,2020/7/23
68,68,2020/7/23
73,74,2020/7/23
62,52,2020/7/23
72,72,2020/7/23
63,74,2020/7/23
76,36,2020/7/23
49,65,2020/7/23
46,49,2020/7/23
74,73,2020/7/23
72,80,2020/7/23
73,74,2020/7/23
48,62,2020/7/23
74,65,2020/7/23
57,18,2020/7/23
54,59,2020/7/23
57,60,2020/7/23
76,44,2020/7/23
65,49,2020/7/23
62,58,2020/7/23
71,60,2020/7/23
73,74,2020/7/23
55,60,2020/7/23
76,64,2020/7/23
83,71,2020/7/23
76,64,2020/7/23
74,71,2020/7/23
82,62,2020/7/23
77,59,2020/7/23
61,61,2020/7/23
50,44,2020/7/23
83,60,2020/7/23
76,44,2020/7/23
54,55,2020/7/23
70,29,2020/7/23
74,30,2020/7/23
72,73,2020/7/24
85,50,2020/7/24
67,67,2020/7/24
84,63,2020/7/24
63,56,2020/7/24
64,58,2020/7/24
63,56,2020/7/24
77,71,2020/7/24
81,69,2020/7/24
77,37,2020/7/24
60,50,2020/7/24
67,67,2020/7/24
65,62,2020/7/24
73,55,2020/7/24
76,44,2020/7/24
73,63,2020/7/24
68,44,2020/7/24
47,58,2020/7/24
68,68,2020/7/24
62,52,2020/7/24
68,51,2020/7/24
55,60,2020/7/24
59,69,2020/7/24
77,75,2020/7/24
58,74,2020/7/24
84,58,2020/7/24
84,56,2020/7/24
82,51,2020/7/24
76,32,2020/7/24
82,77,2020/7/24
85,77,2020/7/24
87,68,2020/7/24
56,56,2020/7/24
84,52,2020/7/24
53,42,2020/7/24
80,61,2020/7/24
71,56,2020/7/24
61,45,2020/7/24
65,62,2020/7/24
55,57,2020/7/24
57,60,2020/7/24
68,68,2020/7/24
59,54,2020/7/24
71,80,2020/7/24
66,57,2020/7/24
70,59,2020/7/24
62,52,2020/7/24
64,46,2020/7/24
73,52,2020/7/24
78,74,2020/7/24
66,48,2020/7/24
84,76,2020/7/24
47,52,2020/7/24
61,45,2020/7/24
90,14,2020/7/24
74,65,2020/7/24
73,38,2020/7/24
68,68,2020/7/24
57,29,2020/7/24
75,41,2020/7/24
78,72,2020/7/25
84,71,2020/7/25
80,63,2020/7/25
64,66,2020/7/25
66,73,2020/7/25
67,67,2020/7/25
68,64,2020/7/25
78,72,2020/7/25
74,71,2020/7/25
74,71,2020/7/25
77,71,2020/7/25
76,32,2020/7/25
58,50,2020/7/25
53,30,2020/7/25
74,73,2020/7/25
63,60,2020/7/25
62,65,2020/7/25
74,77,2020/7/25
62,65,2020/7/25
78,72,2020/7/25
62,52,2020/7/25
72,33,2020/7/25
53,66,2020/7/25
69,32,2020/7/25
61,67,2020/7/25
81,42,2020/7/25
51,56,2020/7/25
75,73,2020/7/25
65,47,2020/7/25
77,71,2020/7/25
100,74,2020/7/25
64,19,2020/7/25
61,45,2020/7/25
84,23,2020/7/25
73,28,2020/7/25
50,60,2020/7/25
73,38,2020/7/25
55,19,2020/7/25
78,72,2020/7/26
73,25,2020/7/26
73,56,2020/7/26
72,53,2020/7/26
55,19,2020/7/26
82,49,2020/7/26
68,68,2020/7/26
78,73,2020/7/26
74,71,2020/7/26
92,76,2020/7/26
85,57,2020/7/26
78,73,2020/7/26
77,70,2020/7/26
81,59,2020/7/26
68,42,2020/7/26
55,29,2020/7/26
71,44,2020/7/26
68,68,2020/7/26
59,54,2020/7/26
76,49,2020/7/26
69,64,2020/7/26
77,71,2020/7/26
77,71,2020/7/26
77,71,2020/7/26
63,67,2020/7/26
71,78,2020/7/26
77,71,2020/7/26
77,71,2020/7/26
63,63,2020/7/26
58,52,2020/7/26
69,31,2020/7/26
77,71,2020/7/26
57,18,2020/7/26
71,72,2020/7/26
79,69,2020/7/26
54,59,2020/7/26
73,53,2020/7/26
74,68,2020/7/26
54,59,2020/7/26
86,47,2020/7/27
53,62,2020/7/27
76,79,2020/7/27
82,76,2020/7/27
82,77,2020/7/27
77,71,2020/7/27
84,63,2020/7/27
94,68,2020/7/27
80,80,2020/7/27
59,69,2020/7/27
80,61,2020/7/27
50,69,2020/7/27
78,70,2020/7/27
72,75,2020/7/27
76,83,2020/7/27
80,76,2020/7/27
67,60,2020/7/27
68,68,2020/7/27
58,54,2020/7/27
82,59,2020/7/27
54,55,2020/7/27
80,38,2020/7/27
81,63,2020/7/27
63,63,2020/7/27
68,68,2020/7/27
70,76,2020/7/27
